ID_Persona,Region,Edad,Genero,Deporte,Frecuencia_Semanal,Duracion_Promedio_min,Nivel,Gasto_Mensual,Satisfaccion
1750,Centro,47,M,Natacion,1,30,Principiante,14274,5
1751,CABA,68,Otro,Futbol,2,84,Principiante,10652,5
1752,Norte,29,F,Ciclismo,2,131,Principiante,20383,4
1753,Centro,54,Otro,Natacion,2,42,Principiante,12124,4
1754,CABA,57,F,Futbol,4,116,Intermedio,16004,5
1755,Sur,46,F,Yoga,3,74,Intermedio,20444,5
1756,Norte,44,Otro,Futbol,4,60,Avanzado,21705,
1757,Centro,39,M,Futbol,4,83,Intermedio,14737,5
1758,CABA,38,Otro,Gimnasio,6,90,Avanzado,29890,5
1759,CABA,36,F,Gimnasio,2,58,Intermedio,28179,4
1760,Sur,68,F,Running,4,72,Avanzado,12167,5
1761,CABA,47,F,Yoga,4,67,Intermedio,15215,
1762,Norte,12,M,Ciclismo,7,62,Avanzado,32585,5
1763,Norte,31,M,Futbol,7,66,Avanzado,21734,5
1764,Centro,41,M,Natacion,7,41,Avanzado,26704,5
1765,Sur,32,F,Yoga,5,45,Avanzado,24914,5
1766,Buenos Aires,70,M,Gimnasio,1,85,Principiante,14053,
1767,CABA,70,M,Gimnasio,2,48,Principiante,20372,5
1768,Buenos Aires,62,M,Running,2,36,Principiante,5970,5
1769,CABA,36,Otro,Gimnasio,1,52,Principiante,17479,5
1770,Buenos Aires,64,Otro,Natacion,5,47,Avanzado,27450,5
1771,Buenos Aires,38,F,Futbol,3,62,Principiante,10147,5
1772,Norte,41,Otro,Natacion,5,42,Avanzado,24783,5
1773,CABA,29,M,Natacion,4,48,Avanzado,29869,5
1774,Buenos Aires,43,Otro,Gimnasio,3,52,Intermedio,23082,5
1775,Sur,44,Otro,Gimnasio,1,53,Principiante,18568,4
1776,Buenos Aires,51,Otro,Futbol,4,75,Avanzado,17370,5
1777,Centro,56,M,Futbol,3,108,Principiante,11322,5
1778,Sur,27,M,Futbol,4,76,Avanzado,20909,5
1779,Sur,20,F,Gimnasio,3,75,Principiante,17658,5
1780,CABA,18,Otro,Yoga,7,38,Avanzado,28051,5
1781,CABA,69,Otro,Yoga,4,35,Avanzado,23630,5
1782,Norte,69,Otro,Futbol,7,73,Avanzado,18988,5
1783,CABA,58,M,Gimnasio,2,55,Intermedio,22259,5
1784,Centro,17,M,Gimnasio,2,70,Principiante,18709,4
1785,Norte,58,F,Yoga,5,68,Intermedio,17221,5
1786,Centro,61,Otro,Futbol,2,74,Intermedio,17876,5
1787,Norte,69,M,Natacion,1,57,Principiante,14330,5
1788,CABA,39,Otro,Natacion,6,47,Avanzado,27868,5
1789,Norte,23,F,Ciclismo,3,147,Principiante,17909,5
1790,CABA,15,M,Futbol,3,117,Principiante,8546,5
1791,Centro,44,F,Natacion,2,53,Principiante,15733,5
1792,CABA,27,M,Running,4,71,Intermedio,9581,5
1793,CABA,36,M,Yoga,4,65,Avanzado,22847,5
1794,Norte,53,F,Yoga,4,35,Intermedio,16672,5
1795,CABA,24,Otro,Running,2,36,Intermedio,8993,5
1796,Norte,23,Otro,Yoga,4,33,Avanzado,23985,4
1797,Centro,20,F,Ciclismo,2,107,Principiante,24697,5
1798,CABA,53,F,Ciclismo,6,81,Avanzado,31477,5
1799,Sur,50,M,Running,2,45,Principiante,7124,5
1800,Sur,28,Otro,Gimnasio,3,61,Principiante,20465,5
1801,CABA,59,M,Yoga,5,71,Intermedio,17848,5
1802,Buenos Aires,20,F,Ciclismo,7,89,Avanzado,35704,5
1803,Sur,15,F,Ciclismo,1,96,Principiante,20488,5
1804,CABA,39,Otro,Gimnasio,5,86,Avanzado,38590,5
1805,Norte,67,F,Running,1,90,Principiante,8360,4
1806,Centro,60,F,Natacion,3,35,Intermedio,23781,5
1807,Centro,55,Otro,Futbol,2,118,Principiante,9684,4
1808,Sur,43,Otro,Natacion,1,38,Principiante,16653,4
1809,Centro,40,M,Yoga,2,47,Intermedio,17589,4
1810,CABA,62,Otro,Gimnasio,2,51,Principiante,19226,5
1811,Norte,13,F,Gimnasio,5,52,Intermedio,20834,5
1812,CABA,66,F,Futbol,4,80,Avanzado,,5
1813,Norte,36,Otro,Gimnasio,2,70,Principiante,16462,5
1814,Norte,16,M,Futbol,6,69,Avanzado,16691,5
1815,Norte,65,F,Running,4,86,Intermedio,11324,
1816,Buenos Aires,54,Otro,Gimnasio,6,53,Avanzado,35091,5
1817,Centro,18,Otro,Ciclismo,2,92,Principiante,17977,4
1818,Buenos Aires,39,M,Natacion,3,34,Principiante,15518,5
1819,Centro,52,Otro,Gimnasio,4,60,Avanzado,37919,4
1820,Sur,34,F,Running,4,49,Intermedio,10272,5
1821,CABA,44,Otro,Gimnasio,2,61,Intermedio,23121,5
1822,Buenos Aires,33,M,Yoga,5,53,Avanzado,26395,
1823,Sur,52,F,Ciclismo,3,75,Principiante,23020,4
1824,Centro,54,M,Natacion,3,46,Intermedio,21136,5
1825,Norte,18,Otro,Natacion,7,32,Avanzado,22991,5
1826,Centro,23,Otro,Gimnasio,2,73,Intermedio,25139,5
1827,Centro,24,F,Ciclismo,2,68,Intermedio,35779,4
1828,Norte,65,M,Running,1,50,Principiante,7229,5
1829,Sur,43,M,Gimnasio,2,78,Principiante,16653,5
1830,Norte,41,Otro,Ciclismo,7,120,Avanzado,35787,5
1831,Buenos Aires,32,M,Natacion,3,52,Principiante,16679,4
1832,Centro,34,Otro,Ciclismo,3,146,Principiante,21463,5
1833,Centro,32,M,Running,2,53,Intermedio,11811,5
1834,Centro,14,M,Gimnasio,3,82,Principiante,20181,5
1835,CABA,52,M,Natacion,1,55,Principiante,15481,4
1836,Centro,49,Otro,Ciclismo,7,122,Avanzado,32778,5
1837,Buenos Aires,52,F,Yoga,2,34,Principiante,11848,5
1838,Norte,27,M,Gimnasio,2,58,Intermedio,20650,5
1839,CABA,14,F,Futbol,3,110,Principiante,11397,5
1840,Norte,41,M,Running,4,35,Avanzado,14921,5
1841,Norte,19,Otro,Futbol,1,100,Principiante,12341,5
1842,Sur,28,F,Yoga,2,30,Principiante,13458,5
1843,Sur,48,Otro,Futbol,3,71,Principiante,8926,5
1844,Sur,63,M,Natacion,4,56,Intermedio,17814,5
1845,Buenos Aires,60,Otro,Ciclismo,1,72,Principiante,22130,5
1846,CABA,58,F,Yoga,2,46,Principiante,12070,5
1847,CABA,42,M,Futbol,4,72,Avanzado,18092,5
1848,Sur,63,F,Ciclismo,2,90,Principiante,22096,5
1849,Buenos Aires,70,M,Futbol,2,72,Intermedio,15635,5
1850,Centro,49,Otro,Natacion,3,32,Intermedio,17047,
1851,CABA,40,Otro,Gimnasio,4,63,Intermedio,25766,5
1852,Centro,65,M,Ciclismo,2,73,Principiante,25172,5
1853,Sur,28,Otro,Gimnasio,2,62,Intermedio,20194,5
1854,CABA,13,Otro,Running,5,79,Avanzado,12681,5
1855,Centro,50,F,Running,4,88,Intermedio,8731,5
1856,Buenos Aires,27,Otro,Natacion,5,57,Intermedio,17778,5
1857,Sur,49,Otro,Running,5,76,Avanzado,15334,5
1858,Centro,29,F,Futbol,4,74,Intermedio,,5
1859,Norte,45,M,Ciclismo,3,103,Principiante,24929,5
1860,Sur,42,F,Futbol,1,119,Principiante,11110,5
1861,Sur,19,F,Ciclismo,7,100,Avanzado,39792,5
1862,CABA,65,Otro,Yoga,2,46,Intermedio,18340,5
1863,Norte,38,F,Gimnasio,6,76,Avanzado,30535,5
1864,Buenos Aires,62,Otro,Yoga,3,63,Principiante,13031,5
1865,Norte,16,F,Gimnasio,7,82,Avanzado,29615,5
1866,Buenos Aires,65,F,Yoga,3,75,Principiante,11466,5
1867,Buenos Aires,31,M,Gimnasio,2,47,Principiante,19804,4
1868,Norte,40,M,Gimnasio,5,77,Avanzado,26261,5
1869,Norte,27,M,Futbol,2,88,Intermedio,15589,5
1870,Sur,38,F,Gimnasio,2,47,Intermedio,23057,5
1871,Buenos Aires,14,Otro,Futbol,7,73,Avanzado,20172,5
1872,Norte,38,M,Running,2,44,Principiante,6211,5
1873,Norte,29,M,Futbol,5,112,Avanzado,18053,5
1874,CABA,45,M,Yoga,1,66,Principiante,13329,4
1875,Buenos Aires,26,F,Running,7,82,Avanzado,15161,5
1876,Centro,26,M,Gimnasio,2,54,Principiante,18032,5
1877,Norte,61,M,Yoga,4,55,Intermedio,15429,5
1878,Norte,54,M,Running,2,77,Intermedio,10445,5
1879,CABA,69,F,Running,2,79,Principiante,7599,5
1880,CABA,15,F,Ciclismo,5,76,Intermedio,35464,5
1881,Buenos Aires,31,F,Yoga,6,46,Avanzado,18922,5
1882,Centro,60,M,Ciclismo,3,129,Intermedio,30381,4
1883,Sur,20,F,Running,4,66,Avanzado,11318,5
1884,Centro,18,M,Futbol,6,87,Avanzado,16734,5
1885,Sur,52,M,Yoga,5,52,Avanzado,,5
1886,Sur,66,F,Ciclismo,6,68,Avanzado,46174,5
1887,Buenos Aires,24,Otro,Futbol,5,78,Intermedio,17029,5
1888,Sur,54,F,Ciclismo,3,99,Principiante,22911,5
1889,CABA,17,Otro,Gimnasio,6,47,Avanzado,36798,5
1890,CABA,42,F,Natacion,1,30,Principiante,14544,5
1891,Sur,68,Otro,Gimnasio,7,83,Avanzado,30518,5
1892,Centro,51,F,Natacion,1,39,Principiante,11976,5
1893,Centro,62,Otro,Futbol,7,82,Avanzado,18304,5
1894,Sur,37,Otro,Yoga,7,75,Avanzado,24713,5
1895,Centro,49,M,Running,1,63,Principiante,7354,5
1896,CABA,34,F,Yoga,5,41,Avanzado,22704,5
1897,CABA,36,F,Yoga,2,65,Principiante,13365,5
1898,Norte,41,Otro,Yoga,2,30,Principiante,,4
1899,CABA,20,Otro,Yoga,2,64,Principiante,13642,5
1900,CABA,35,Otro,Running,6,52,Avanzado,13239,5
1901,Buenos Aires,47,M,Futbol,3,104,Principiante,11449,5
1902,Buenos Aires,61,F,Futbol,7,81,Avanzado,17310,5
1903,Centro,67,F,Gimnasio,4,84,Intermedio,21275,5
1904,Buenos Aires,45,M,Ciclismo,4,67,Intermedio,,5
1905,Centro,65,M,Natacion,6,45,Avanzado,27311,5
1906,Buenos Aires,39,Otro,Ciclismo,2,102,Principiante,24124,5
1907,Buenos Aires,28,F,Running,5,86,Avanzado,10979,5
1908,Centro,40,F,Ciclismo,4,140,Avanzado,44107,5
1909,Centro,70,M,Futbol,3,114,Intermedio,15916,5
1910,Sur,39,M,Futbol,4,64,Intermedio,17169,5
1911,Sur,12,F,Natacion,3,53,Intermedio,20628,5
1912,CABA,26,M,Yoga,4,56,Avanzado,24327,
1913,Centro,22,Otro,Natacion,3,52,Intermedio,23287,5
1914,CABA,66,Otro,Running,3,46,Intermedio,8406,5
1915,Norte,45,M,Gimnasio,1,67,Principiante,19078,
1916,Sur,16,F,Natacion,3,34,Principiante,,5
1917,Centro,25,M,Futbol,1,81,Principiante,9103,
1918,Sur,17,F,Natacion,1,38,Principiante,12095,
1919,Norte,38,Otro,Ciclismo,1,90,Principiante,20828,5
1920,CABA,66,Otro,Natacion,4,55,Avanzado,21938,5
1921,Norte,35,M,Ciclismo,6,114,Avanzado,39144,5
1922,Buenos Aires,51,M,Futbol,2,82,Principiante,9118,4
1923,CABA,38,M,Ciclismo,1,96,Principiante,18280,5
1924,Buenos Aires,19,Otro,Natacion,4,32,Avanzado,21173,5
1925,Norte,44,F,Yoga,6,48,Avanzado,24459,
1926,Buenos Aires,29,F,Natacion,1,58,Principiante,16648,5
1927,Centro,18,F,Natacion,7,43,Avanzado,,5
1928,Sur,26,F,Yoga,5,60,Avanzado,20576,5
1929,Centro,35,M,Natacion,4,43,Avanzado,23311,5
1930,Sur,12,M,Yoga,3,61,Intermedio,19034,5
1931,Norte,43,F,Yoga,3,48,Principiante,10935,5
1932,Centro,69,M,Futbol,3,109,Principiante,10845,5
1933,CABA,56,M,Ciclismo,1,60,Principiante,18037,5
1934,Centro,23,Otro,Ciclismo,6,79,Avanzado,33972,
1935,Norte,47,M,Futbol,1,106,Principiante,12217,4
1936,Sur,28,Otro,Natacion,5,32,Avanzado,21088,5
1937,Sur,19,F,Natacion,5,35,Avanzado,22567,5
1938,CABA,35,Otro,Yoga,5,65,Avanzado,25006,5
1939,CABA,22,F,Running,4,69,Avanzado,12779,5
1940,Buenos Aires,52,F,Natacion,2,54,Intermedio,,5
1941,CABA,49,Otro,Natacion,3,55,Principiante,11633,4
1942,Norte,40,M,Gimnasio,5,73,Avanzado,33157,5
1943,Sur,19,M,Natacion,2,48,Principiante,11557,4
1944,CABA,49,Otro,Natacion,1,38,Principiante,14598,5
1945,Buenos Aires,68,Otro,Gimnasio,3,78,Intermedio,28602,5
1946,CABA,48,F,Natacion,7,34,Avanzado,28899,5
1947,Norte,22,F,Running,3,53,Principiante,8337,4
1948,CABA,57,F,Futbol,5,70,Intermedio,15392,5
1949,Centro,46,Otro,Running,5,89,Intermedio,11086,5
1950,Sur,30,Otro,Ciclismo,7,146,Avanzado,46749,
1951,Sur,44,F,Natacion,3,49,Intermedio,19903,5
1952,Centro,24,M,Ciclismo,3,130,Principiante,18252,5
1953,Buenos Aires,20,Otro,Yoga,7,32,Avanzado,24363,5
1954,Buenos Aires,16,F,Running,6,35,Avanzado,15221,5
1955,Buenos Aires,53,M,Gimnasio,2,90,Intermedio,27881,4
1956,Sur,20,Otro,Natacion,2,56,Principiante,12243,
1957,CABA,24,Otro,Natacion,3,54,Intermedio,18000,5
1958,Buenos Aires,28,F,Natacion,2,55,Principiante,16082,5
1959,Centro,30,F,Yoga,6,62,Avanzado,25596,5
1960,Sur,57,M,Yoga,2,58,Intermedio,16899,5
1961,Sur,33,Otro,Gimnasio,3,78,Principiante,15465,5
1962,Sur,63,Otro,Futbol,2,113,Intermedio,16543,5
1963,Sur,59,Otro,Running,1,61,Principiante,7355,4
1964,Centro,37,M,Gimnasio,2,65,Principiante,18765,4
1965,Centro,18,M,Running,4,48,Avanzado,11938,5
1966,Norte,56,Otro,Futbol,4,95,Avanzado,19421,5
1967,Buenos Aires,19,Otro,Futbol,1,102,Principiante,12323,5
1968,CABA,43,Otro,Futbol,7,75,Avanzado,23000,5
1969,Buenos Aires,26,M,Gimnasio,2,71,Principiante,15205,4
1970,Centro,66,M,Natacion,1,42,Principiante,16083,5
1971,Buenos Aires,40,M,Gimnasio,7,54,Avanzado,37170,5
1972,Buenos Aires,19,M,Gimnasio,6,65,Avanzado,26768,
1973,Buenos Aires,37,F,Yoga,5,63,Intermedio,20759,5
1974,CABA,33,M,Yoga,4,31,Intermedio,18498,5
1975,Centro,44,F,Ciclismo,3,80,Intermedio,25106,5
1976,Buenos Aires,66,M,Natacion,2,32,Intermedio,17497,4
1977,Sur,62,Otro,Futbol,1,75,Principiante,11073,5
1978,Centro,20,F,Running,5,85,Intermedio,9175,5
1979,Sur,35,Otro,Gimnasio,6,47,Avanzado,31087,5
1980,Buenos Aires,66,M,Yoga,3,69,Principiante,14598,5
1981,CABA,53,F,Natacion,4,58,Intermedio,21133,5
1982,Buenos Aires,14,F,Ciclismo,7,124,Avanzado,45151,5
1983,CABA,16,M,Ciclismo,3,66,Intermedio,35944,4
1984,Buenos Aires,34,Otro,Gimnasio,5,54,Intermedio,24233,5
1985,Sur,33,F,Ciclismo,5,150,Avanzado,43943,5
1986,Norte,68,F,Running,1,64,Principiante,7221,5
1987,Buenos Aires,35,F,Gimnasio,4,79,Avanzado,27702,5
1988,CABA,43,M,Running,3,73,Principiante,6067,5
1989,CABA,28,Otro,Ciclismo,5,73,Intermedio,24785,5
1990,Buenos Aires,59,Otro,Running,3,63,Intermedio,11271,5
1991,Sur,26,F,Running,5,64,Avanzado,11473,5
1992,CABA,46,M,Yoga,6,51,Avanzado,23054,5
1993,CABA,50,F,Yoga,3,44,Principiante,11712,5
1994,CABA,61,Otro,Yoga,3,57,Principiante,14357,5
1995,CABA,20,M,Gimnasio,5,51,Intermedio,,5
1996,Sur,56,F,Yoga,2,64,Intermedio,15079,5
1997,Centro,18,Otro,Running,6,36,Avanzado,13029,5
1998,Sur,55,M,Running,6,84,Avanzado,11847,5
1999,Buenos Aires,13,F,Natacion,5,50,Intermedio,23817,5
2000,CABA,30,Otro,Running,1,73,Principiante,6209,5
2001,CABA,46,M,Running,7,59,Avanzado,14061,5
2002,Centro,55,F,Ciclismo,3,132,Principiante,22247,5
2003,Buenos Aires,58,Otro,Yoga,2,58,Intermedio,16117,5
2004,Buenos Aires,62,M,Futbol,3,75,Principiante,11301,
2005,Sur,69,F,Running,4,60,Intermedio,8422,5
2006,Buenos Aires,36,F,Gimnasio,3,62,Intermedio,20395,4
2007,Sur,47,F,Gimnasio,7,66,Avanzado,37931,5
2008,CABA,66,F,Yoga,7,43,Avanzado,22719,5
2009,Buenos Aires,40,M,Futbol,5,71,Avanzado,18824,5
2010,Sur,69,M,Gimnasio,2,86,Principiante,17880,5
2011,Buenos Aires,65,M,Gimnasio,3,67,Principiante,20303,5
2012,Buenos Aires,25,M,Gimnasio,4,69,Intermedio,21477,5
2013,CABA,28,M,Ciclismo,3,71,Principiante,17277,5
2014,CABA,41,F,Gimnasio,1,52,Principiante,17984,5
2015,Norte,43,F,Running,4,47,Avanzado,11029,5
2016,Norte,21,F,Ciclismo,3,111,Principiante,18021,5
2017,Buenos Aires,18,F,Gimnasio,7,76,Avanzado,30984,5
2018,Buenos Aires,41,F,Running,2,82,Intermedio,9515,5
2019,Buenos Aires,69,Otro,Gimnasio,1,86,Principiante,15872,5
2020,Centro,14,M,Gimnasio,5,70,Avanzado,38015,5
2021,Norte,49,Otro,Natacion,7,32,Avanzado,26430,5
2022,Centro,46,M,Running,4,63,Avanzado,12532,5
2023,CABA,17,F,Yoga,1,49,Principiante,,5
2024,Buenos Aires,50,Otro,Futbol,4,96,Avanzado,19353,5
2025,CABA,27,M,Yoga,1,72,Principiante,10343,5
2026,CABA,22,M,Futbol,4,67,Intermedio,14075,5
2027,CABA,29,M,Natacion,5,60,Avanzado,29950,5
2028,CABA,40,Otro,Futbol,2,65,Principiante,8620,5
2029,Norte,46,Otro,Yoga,7,75,Avanzado,23078,5
2030,Centro,60,F,Gimnasio,3,69,Principiante,16822,5
2031,Norte,24,Otro,Yoga,1,35,Principiante,14832,5
2032,Buenos Aires,45,F,Ciclismo,1,85,Principiante,24570,5
2033,Buenos Aires,42,F,Futbol,3,63,Principiante,9554,5
2034,Centro,41,Otro,Natacion,1,43,Principiante,13996,5
2035,Norte,64,F,Gimnasio,1,67,Principiante,20672,5
2036,Norte,50,M,Running,7,44,Avanzado,13433,5
2037,CABA,22,Otro,Ciclismo,5,83,Avanzado,38241,5
2038,Norte,31,Otro,Running,6,37,Avanzado,11516,5
2039,Norte,42,M,Running,4,78,Intermedio,8314,5
2040,Centro,38,F,Futbol,3,81,Intermedio,13849,5
2041,Centro,63,Otro,Yoga,4,47,Intermedio,21434,5
2042,Centro,16,Otro,Yoga,4,31,Avanzado,21866,5
2043,Norte,29,Otro,Natacion,1,30,Principiante,13712,4
2044,Sur,36,F,Ciclismo,3,121,Principiante,22403,5
2045,Norte,45,Otro,Ciclismo,1,94,Principiante,17314,4
2046,Norte,27,Otro,Futbol,3,68,Principiante,12481,5
2047,Norte,27,M,Gimnasio,4,77,Intermedio,28762,5
2048,Norte,48,M,Yoga,5,30,Intermedio,17238,5
2049,Centro,15,F,Futbol,4,60,Intermedio,14159,5
2050,Buenos Aires,41,F,Running,2,79,Intermedio,9221,5
2051,Buenos Aires,57,M,Futbol,5,63,Intermedio,16707,5
2052,Sur,42,M,Gimnasio,2,71,Principiante,15997,5
2053,Sur,12,F,Natacion,2,58,Intermedio,20189,5
2054,Norte,48,F,Natacion,5,37,Avanzado,30794,5
2055,Buenos Aires,12,Otro,Gimnasio,5,65,Avanzado,34325,5
2056,Norte,22,Otro,Natacion,2,35,Principiante,12523,5
2057,Centro,21,M,Ciclismo,5,123,Avanzado,44283,5
2058,CABA,13,M,Ciclismo,2,87,Principiante,16938,5
2059,Centro,59,M,Yoga,5,74,Intermedio,19989,5
2060,CABA,61,Otro,Natacion,2,37,Principiante,13351,5
2061,Buenos Aires,18,M,Gimnasio,6,79,Avanzado,,5
2062,Centro,12,Otro,Ciclismo,4,106,Avanzado,43863,5
2063,Sur,43,F,Gimnasio,5,50,Intermedio,26593,5
2064,Centro,60,M,Ciclismo,4,90,Avanzado,44831,5
2065,CABA,36,M,Natacion,5,32,Intermedio,22918,5
2066,CABA,53,F,Futbol,3,83,Intermedio,14113,4
2067,Sur,55,F,Natacion,5,32,Avanzado,25300,5
2068,Centro,17,F,Gimnasio,3,52,Intermedio,27067,5
2069,Buenos Aires,20,Otro,Futbol,1,94,Principiante,10004,5
2070,Norte,25,Otro,Gimnasio,2,54,Intermedio,27347,5
2071,Sur,60,M,Futbol,2,70,Principiante,10109,5
2072,Buenos Aires,23,Otro,Yoga,7,61,Avanzado,20848,5
2073,Buenos Aires,43,Otro,Natacion,1,49,Principiante,11549,5
2074,Centro,27,Otro,Futbol,5,120,Avanzado,18788,5
2075,Centro,40,M,Gimnasio,4,57,Avanzado,31795,5
2076,CABA,54,Otro,Ciclismo,7,76,Avanzado,39499,5
2077,Sur,42,Otro,Natacion,2,56,Principiante,15073,5
2078,CABA,58,Otro,Natacion,6,56,Avanzado,28475,5
2079,Sur,43,F,Ciclismo,5,76,Avanzado,36675,5
2080,Centro,28,Otro,Yoga,3,35,Principiante,14082,5
2081,Norte,33,M,Running,5,54,Intermedio,10583,5
2082,Buenos Aires,36,M,Ciclismo,3,84,Intermedio,34049,5
2083,Buenos Aires,38,M,Natacion,5,39,Avanzado,24350,5
2084,Norte,70,F,Natacion,6,60,Avanzado,29126,5
2085,Sur,41,F,Futbol,7,114,Avanzado,18704,5
2086,Buenos Aires,57,F,Ciclismo,5,123,Intermedio,30807,5
2087,CABA,18,Otro,Gimnasio,3,69,Intermedio,21263,5
2088,Sur,65,M,Yoga,1,61,Principiante,10396,5
2089,Buenos Aires,18,M,Gimnasio,3,71,Principiante,17779,5
2090,Buenos Aires,67,Otro,Gimnasio,5,73,Intermedio,21363,5
2091,Buenos Aires,15,M,Natacion,4,45,Intermedio,22971,5
2092,Buenos Aires,49,M,Yoga,2,32,Principiante,10480,5
2093,Sur,29,M,Running,2,87,Principiante,6309,5
2094,Norte,18,M,Running,1,71,Principiante,6396,5
2095,Buenos Aires,46,F,Futbol,7,97,Avanzado,19750,5
2096,Buenos Aires,29,F,Yoga,4,30,Intermedio,18095,5
2097,Norte,23,M,Futbol,1,85,Principiante,10803,5
2098,Centro,53,M,Running,4,31,Intermedio,10707,5
2099,Buenos Aires,45,M,Yoga,3,40,Intermedio,20635,
2100,Sur,41,F,Gimnasio,3,73,Principiante,14412,5
2101,Centro,19,M,Yoga,6,60,Avanzado,27173,5
2102,Norte,48,F,Ciclismo,2,71,Intermedio,24367,5
2103,Norte,65,M,Natacion,3,51,Principiante,12528,5
2104,Buenos Aires,16,F,Gimnasio,5,89,Avanzado,32743,5
2105,Norte,38,F,Running,3,80,Principiante,7159,5
2106,Sur,70,Otro,Yoga,5,44,Intermedio,16596,5
2107,Centro,19,F,Futbol,3,107,Intermedio,17240,5
2108,Norte,17,F,Running,2,48,Intermedio,10936,5
2109,Sur,30,M,Yoga,6,70,Avanzado,22053,5
2110,Sur,12,F,Gimnasio,1,90,Principiante,14051,5
2111,Centro,35,M,Running,5,69,Intermedio,8446,5
2112,Centro,54,Otro,Gimnasio,4,66,Intermedio,20479,5
2113,CABA,54,F,Natacion,3,36,Principiante,13083,5
2114,Buenos Aires,35,M,Natacion,3,33,Intermedio,20820,4
2115,Buenos Aires,30,F,Natacion,5,41,Intermedio,22982,5
2116,Norte,70,M,Running,1,64,Principiante,7202,5
2117,Centro,66,M,Ciclismo,4,134,Intermedio,30600,5
2118,Centro,49,M,Futbol,3,87,Principiante,8612,5
2119,Norte,66,F,Running,3,33,Principiante,7050,5
2120,Buenos Aires,59,F,Gimnasio,3,88,Principiante,,4
2121,Centro,57,Otro,Yoga,1,59,Principiante,,5
2122,Centro,29,M,Yoga,3,34,Principiante,10370,5
2123,CABA,44,Otro,Natacion,7,50,Avanzado,21220,5
2124,Buenos Aires,24,M,Running,4,39,Intermedio,9385,5
2125,Sur,40,Otro,Gimnasio,4,59,Intermedio,28429,5
2126,Norte,59,F,Ciclismo,4,113,Intermedio,28236,5
2127,Buenos Aires,33,M,Ciclismo,7,134,Avanzado,45414,5
2128,CABA,23,Otro,Running,3,50,Principiante,6135,5
2129,Centro,29,M,Running,4,79,Avanzado,10688,5
2130,CABA,29,M,Running,5,33,Intermedio,9637,5
2131,Norte,54,Otro,Futbol,5,119,Intermedio,15278,
2132,CABA,59,F,Yoga,1,72,Principiante,13702,4
2133,Sur,37,M,Gimnasio,1,67,Principiante,17041,5
2134,CABA,58,Otro,Running,3,50,Intermedio,11100,5
2135,Centro,25,F,Ciclismo,6,129,Avanzado,44976,5
2136,Buenos Aires,51,Otro,Natacion,6,30,Avanzado,21193,5
2137,Sur,22,Otro,Natacion,2,41,Principiante,14323,5
2138,Norte,54,M,Futbol,1,77,Principiante,9736,5
2139,CABA,56,Otro,Natacion,6,34,Avanzado,22071,5
2140,CABA,42,F,Running,4,86,Avanzado,11476,5
2141,Sur,63,M,Futbol,5,77,Intermedio,15230,5
2142,Centro,26,F,Ciclismo,5,113,Avanzado,35249,
2143,Sur,16,F,Futbol,2,74,Principiante,11499,5
2144,Buenos Aires,67,Otro,Futbol,3,87,Principiante,8665,5
2145,Norte,21,F,Natacion,1,38,Principiante,14389,5
2146,Centro,70,F,Ciclismo,4,123,Avanzado,39112,5
2147,Centro,40,M,Yoga,4,66,Intermedio,15573,5
2148,Norte,16,F,Futbol,2,107,Principiante,10499,5
2149,CABA,42,M,Natacion,4,44,Avanzado,30957,5
2150,Buenos Aires,13,F,Ciclismo,6,76,Avanzado,37786,5
2151,Sur,37,M,Gimnasio,3,61,Intermedio,20424,5
2152,Norte,45,F,Natacion,3,47,Intermedio,23382,
2153,Sur,53,M,Natacion,2,59,Intermedio,22200,5
2154,Sur,20,F,Running,5,44,Avanzado,10581,5
2155,Centro,50,Otro,Futbol,2,119,Intermedio,13588,5
2156,Buenos Aires,21,M,Gimnasio,5,81,Avanzado,33205,5
2157,Buenos Aires,40,F,Futbol,7,83,Avanzado,17551,5
2158,Buenos Aires,51,F,Natacion,1,60,Principiante,15784,4
2159,CABA,47,F,Yoga,1,45,Principiante,11192,5
2160,Norte,70,F,Ciclismo,2,146,Intermedio,32555,4
2161,Centro,51,Otro,Ciclismo,5,148,Intermedio,34874,5
2162,Norte,60,Otro,Yoga,3,73,Principiante,10383,
2163,Sur,41,F,Yoga,5,71,Avanzado,26741,5
2164,Norte,22,Otro,Futbol,2,100,Intermedio,14072,5
2165,Sur,43,M,Gimnasio,4,83,Intermedio,26950,5
2166,Norte,50,F,Futbol,2,104,Intermedio,12759,5
2167,Buenos Aires,19,F,Ciclismo,1,65,Principiante,25116,4
2168,Buenos Aires,31,Otro,Yoga,6,45,Avanzado,22179,5
2169,Norte,62,M,Natacion,7,43,Avanzado,24779,5
2170,Centro,54,Otro,Futbol,5,107,Avanzado,19123,5
2171,Sur,38,F,Gimnasio,5,90,Avanzado,28471,5
2172,CABA,31,M,Ciclismo,5,77,Avanzado,32271,5
2173,Centro,56,Otro,Futbol,2,104,Principiante,11355,5
2174,CABA,32,M,Yoga,6,74,Avanzado,23773,5
2175,Buenos Aires,15,F,Gimnasio,2,63,Intermedio,22106,4
2176,Sur,40,F,Yoga,3,57,Principiante,10247,5
2177,Norte,64,Otro,Running,4,80,Avanzado,12376,5
2178,Norte,51,F,Running,5,80,Intermedio,11513,5
2179,Norte,12,F,Futbol,2,108,Intermedio,17665,4
